MethodID, MethodName, RequirementID, RequirementName, ClassID, ClassName, Gold, Subject, OwnerClassT, OwnerClassN, OwnerClassE, #callermethods, callers, #callermethodsT, #callermethodsN, #callermethodsE, #callerclasses, #callerclassesT, #callerclassesN, #callerclassesE, #calleemethods, callees, #calleemethodsT, #calleemethodsN, #calleemethodsE, #calleeclasses, #calleeclassesT, #calleeclassesN, #calleeclassesE, OwnerClassPrediction, MajorityClassLevelCallers, MajorityClassLevelCallees, MajorityMethodLevelCallers, MajorityMethodLevelCallees,AtLeast1NPredictionClassLevelCallers, AtLeast1NPredictionClassLevelCallees, AtLeast1NPredictionMethodLevelCallers, AtLeast1NPredictionMethodLevelCallees, AtLeast1TPredictionClassLevelCallers, AtLeast1TPredictionClassLevelCallees, AtLeast1TPredictionMethodLevelCallers, AtLeast1TPredictionMethodLevelCallees,AllNClassLevelCallers, AllNClassLevelCallees, AllNMethodLevelCallers, AllNMethodLevelCallees,AllTClassLevelCallers, AllTClassLevelCallees, AllTMethodLevelCallers, AllTMethodLevelCallees, OnlyInParsedCallers, OnlyInExecutedCallers, BothParsedAndExecutedCallers, OnlyInParsedCallees, OnlyInExecutedCallees, BothParsedAndExecutedCallees #parameters, parameters, # Parameter T, # Parameter N, # Parameter EMajorityParameter ,AtLeast1NParameterPredictionAtLeast1TParameterPrediction, AllNParameterPrediction, AllTParameterPrediction
170,de.java_chess.javaChess.engine.ChessEngineImpl.getUserPlies,6,R5,23,de.java_chess.javaChess.engine.ChessEngine,T,T,1,0,0,0,,0,0,0,0,0,0,0,3,159: methodname=getBoard]-224: methodname=getPliesForColor]-176: methodname=isWhite]-,3,0,0,2,2,0,0,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,null,0,0,0,0,3,0,0,,null,null,null,null,null
170,de.java_chess.javaChess.engine.ChessEngineImpl.getUserPlies,7,R6,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,0,,0,0,0,0,0,0,0,3,159: methodname=getBoard]-224: methodname=getPliesForColor]-176: methodname=isWhite]-,3,0,0,2,2,0,0,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,null,0,0,0,0,3,0,0,,null,null,null,null,null
170,de.java_chess.javaChess.engine.ChessEngineImpl.getUserPlies,7,R6,23,de.java_chess.javaChess.engine.ChessEngine,T,T,1,0,0,0,,0,0,0,0,0,0,0,3,159: methodname=getBoard]-224: methodname=getPliesForColor]-176: methodname=isWhite]-,3,0,0,2,2,0,0,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,null,0,0,0,0,3,0,0,,null,null,null,null,null
170,de.java_chess.javaChess.engine.ChessEngineImpl.getUserPlies,8,R7,24,de.java_chess.javaChess.engine.ChessEngineImpl,N,N,0,1,0,0,,0,0,0,0,0,0,0,3,159: methodname=getBoard]-224: methodname=getPliesForColor]-176: methodname=isWhite]-,0,3,0,2,0,2,0,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,3,0,0,,null,null,null,null,null
170,de.java_chess.javaChess.engine.ChessEngineImpl.getUserPlies,8,R7,23,de.java_chess.javaChess.engine.ChessEngine,N,N,0,1,0,0,,0,0,0,0,0,0,0,3,159: methodname=getBoard]-224: methodname=getPliesForColor]-176: methodname=isWhite]-,0,3,0,2,0,2,0,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,3,0,0,,null,null,null,null,null
171,de.java_chess.javaChess.engine.ChessEngineImpl.inOpeningBook,1,R0,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,135: methodname=computeBestPly()]-,1,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,1,0,0,0,0,0,0,,null,null,null,null,null
171,de.java_chess.javaChess.engine.ChessEngineImpl.inOpeningBook,1,R0,23,de.java_chess.javaChess.engine.ChessEngine,T,T,1,0,0,1,135: methodname=computeBestPly()]-,1,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,1,0,0,0,0,0,0,,null,null,null,null,null
171,de.java_chess.javaChess.engine.ChessEngineImpl.inOpeningBook,2,R1,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,135: methodname=computeBestPly()]-,1,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,1,0,0,0,0,0,0,,null,null,null,null,null
171,de.java_chess.javaChess.engine.ChessEngineImpl.inOpeningBook,2,R1,23,de.java_chess.javaChess.engine.ChessEngine,T,T,1,0,0,1,135: methodname=computeBestPly()]-,1,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,1,0,0,0,0,0,0,,null,null,null,null,null
171,de.java_chess.javaChess.engine.ChessEngineImpl.inOpeningBook,3,R2,24,de.java_chess.javaChess.engine.ChessEngineImpl,N,N,0,1,0,1,135: methodname=computeBestPly()]-,0,1,0,1,0,1,0,0,,0,0,0,0,0,0,0,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,0,0,0,0,0,0,,null,null,null,null,null
171,de.java_chess.javaChess.engine.ChessEngineImpl.inOpeningBook,3,R2,23,de.java_chess.javaChess.engine.ChessEngine,N,N,0,1,0,1,135: methodname=computeBestPly()]-,0,1,0,1,0,1,0,0,,0,0,0,0,0,0,0,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,0,0,0,0,0,0,,null,null,null,null,null
171,de.java_chess.javaChess.engine.ChessEngineImpl.inOpeningBook,4,R3,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,135: methodname=computeBestPly()]-,1,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,1,0,0,0,0,0,0,,null,null,null,null,null
171,de.java_chess.javaChess.engine.ChessEngineImpl.inOpeningBook,4,R3,23,de.java_chess.javaChess.engine.ChessEngine,T,T,1,0,0,1,135: methodname=computeBestPly()]-,1,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,1,0,0,0,0,0,0,,null,null,null,null,null
171,de.java_chess.javaChess.engine.ChessEngineImpl.inOpeningBook,5,R4,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,135: methodname=computeBestPly()]-,1,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,1,0,0,0,0,0,0,,null,null,null,null,null
171,de.java_chess.javaChess.engine.ChessEngineImpl.inOpeningBook,5,R4,23,de.java_chess.javaChess.engine.ChessEngine,T,T,1,0,0,1,135: methodname=computeBestPly()]-,1,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,1,0,0,0,0,0,0,,null,null,null,null,null
171,de.java_chess.javaChess.engine.ChessEngineImpl.inOpeningBook,6,R5,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,135: methodname=computeBestPly()]-,1,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,1,0,0,0,0,0,0,,null,null,null,null,null
171,de.java_chess.javaChess.engine.ChessEngineImpl.inOpeningBook,6,R5,23,de.java_chess.javaChess.engine.ChessEngine,T,T,1,0,0,1,135: methodname=computeBestPly()]-,1,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,1,0,0,0,0,0,0,,null,null,null,null,null
171,de.java_chess.javaChess.engine.ChessEngineImpl.inOpeningBook,7,R6,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,135: methodname=computeBestPly()]-,1,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,1,0,0,0,0,0,0,,null,null,null,null,null
171,de.java_chess.javaChess.engine.ChessEngineImpl.inOpeningBook,7,R6,23,de.java_chess.javaChess.engine.ChessEngine,T,T,1,0,0,1,135: methodname=computeBestPly()]-,1,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,1,0,0,0,0,0,0,,null,null,null,null,null
171,de.java_chess.javaChess.engine.ChessEngineImpl.inOpeningBook,8,R7,24,de.java_chess.javaChess.engine.ChessEngineImpl,N,N,0,1,0,1,135: methodname=computeBestPly()]-,0,1,0,1,0,1,0,0,,0,0,0,0,0,0,0,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,0,0,0,0,0,0,,null,null,null,null,null
171,de.java_chess.javaChess.engine.ChessEngineImpl.inOpeningBook,8,R7,23,de.java_chess.javaChess.engine.ChessEngine,N,N,0,1,0,1,135: methodname=computeBestPly()]-,0,1,0,1,0,1,0,0,,0,0,0,0,0,0,0,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,0,0,0,0,0,0,,null,null,null,null,null
172,de.java_chess.javaChess.engine.ChessEngineImpl.increaseAnalyzedBoards,1,R0,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,177: methodname=minimaxAlphaBeta(de.java_chess.javaChess.ply.Ply/de.java_chess.javaChess.board.Board/boolean/int/short/short)]-,1,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,1,0,0,0,0,0,0,,null,null,null,null,null
172,de.java_chess.javaChess.engine.ChessEngineImpl.increaseAnalyzedBoards,1,R0,23,de.java_chess.javaChess.engine.ChessEngine,T,T,1,0,0,1,177: methodname=minimaxAlphaBeta(de.java_chess.javaChess.ply.Ply/de.java_chess.javaChess.board.Board/boolean/int/short/short)]-,1,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,1,0,0,0,0,0,0,,null,null,null,null,null
172,de.java_chess.javaChess.engine.ChessEngineImpl.increaseAnalyzedBoards,2,R1,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,177: methodname=minimaxAlphaBeta(de.java_chess.javaChess.ply.Ply/de.java_chess.javaChess.board.Board/boolean/int/short/short)]-,1,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,1,0,0,0,0,0,0,,null,null,null,null,null
172,de.java_chess.javaChess.engine.ChessEngineImpl.increaseAnalyzedBoards,2,R1,23,de.java_chess.javaChess.engine.ChessEngine,T,T,1,0,0,1,177: methodname=minimaxAlphaBeta(de.java_chess.javaChess.ply.Ply/de.java_chess.javaChess.board.Board/boolean/int/short/short)]-,1,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,1,0,0,0,0,0,0,,null,null,null,null,null
172,de.java_chess.javaChess.engine.ChessEngineImpl.increaseAnalyzedBoards,3,R2,24,de.java_chess.javaChess.engine.ChessEngineImpl,N,N,0,1,0,1,177: methodname=minimaxAlphaBeta(de.java_chess.javaChess.ply.Ply/de.java_chess.javaChess.board.Board/boolean/int/short/short)]-,0,1,0,1,0,1,0,0,,0,0,0,0,0,0,0,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,0,0,0,0,0,0,,null,null,null,null,null
172,de.java_chess.javaChess.engine.ChessEngineImpl.increaseAnalyzedBoards,3,R2,23,de.java_chess.javaChess.engine.ChessEngine,N,N,0,1,0,1,177: methodname=minimaxAlphaBeta(de.java_chess.javaChess.ply.Ply/de.java_chess.javaChess.board.Board/boolean/int/short/short)]-,0,1,0,1,0,1,0,0,,0,0,0,0,0,0,0,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,0,0,0,0,0,0,,null,null,null,null,null
172,de.java_chess.javaChess.engine.ChessEngineImpl.increaseAnalyzedBoards,4,R3,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,177: methodname=minimaxAlphaBeta(de.java_chess.javaChess.ply.Ply/de.java_chess.javaChess.board.Board/boolean/int/short/short)]-,1,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,1,0,0,0,0,0,0,,null,null,null,null,null
172,de.java_chess.javaChess.engine.ChessEngineImpl.increaseAnalyzedBoards,4,R3,23,de.java_chess.javaChess.engine.ChessEngine,T,T,1,0,0,1,177: methodname=minimaxAlphaBeta(de.java_chess.javaChess.ply.Ply/de.java_chess.javaChess.board.Board/boolean/int/short/short)]-,1,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,1,0,0,0,0,0,0,,null,null,null,null,null
172,de.java_chess.javaChess.engine.ChessEngineImpl.increaseAnalyzedBoards,5,R4,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,177: methodname=minimaxAlphaBeta(de.java_chess.javaChess.ply.Ply/de.java_chess.javaChess.board.Board/boolean/int/short/short)]-,1,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,1,0,0,0,0,0,0,,null,null,null,null,null
172,de.java_chess.javaChess.engine.ChessEngineImpl.increaseAnalyzedBoards,5,R4,23,de.java_chess.javaChess.engine.ChessEngine,T,T,1,0,0,1,177: methodname=minimaxAlphaBeta(de.java_chess.javaChess.ply.Ply/de.java_chess.javaChess.board.Board/boolean/int/short/short)]-,1,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,1,0,0,0,0,0,0,,null,null,null,null,null
172,de.java_chess.javaChess.engine.ChessEngineImpl.increaseAnalyzedBoards,6,R5,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,177: methodname=minimaxAlphaBeta(de.java_chess.javaChess.ply.Ply/de.java_chess.javaChess.board.Board/boolean/int/short/short)]-,1,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,1,0,0,0,0,0,0,,null,null,null,null,null
172,de.java_chess.javaChess.engine.ChessEngineImpl.increaseAnalyzedBoards,6,R5,23,de.java_chess.javaChess.engine.ChessEngine,T,T,1,0,0,1,177: methodname=minimaxAlphaBeta(de.java_chess.javaChess.ply.Ply/de.java_chess.javaChess.board.Board/boolean/int/short/short)]-,1,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,1,0,0,0,0,0,0,,null,null,null,null,null
172,de.java_chess.javaChess.engine.ChessEngineImpl.increaseAnalyzedBoards,7,R6,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,177: methodname=minimaxAlphaBeta(de.java_chess.javaChess.ply.Ply/de.java_chess.javaChess.board.Board/boolean/int/short/short)]-,1,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,1,0,0,0,0,0,0,,null,null,null,null,null
172,de.java_chess.javaChess.engine.ChessEngineImpl.increaseAnalyzedBoards,7,R6,23,de.java_chess.javaChess.engine.ChessEngine,T,T,1,0,0,1,177: methodname=minimaxAlphaBeta(de.java_chess.javaChess.ply.Ply/de.java_chess.javaChess.board.Board/boolean/int/short/short)]-,1,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,1,0,0,0,0,0,0,,null,null,null,null,null
172,de.java_chess.javaChess.engine.ChessEngineImpl.increaseAnalyzedBoards,8,R7,24,de.java_chess.javaChess.engine.ChessEngineImpl,N,N,0,1,0,1,177: methodname=minimaxAlphaBeta(de.java_chess.javaChess.ply.Ply/de.java_chess.javaChess.board.Board/boolean/int/short/short)]-,0,1,0,1,0,1,0,0,,0,0,0,0,0,0,0,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,0,0,0,0,0,0,,null,null,null,null,null
172,de.java_chess.javaChess.engine.ChessEngineImpl.increaseAnalyzedBoards,8,R7,23,de.java_chess.javaChess.engine.ChessEngine,N,N,0,1,0,1,177: methodname=minimaxAlphaBeta(de.java_chess.javaChess.ply.Ply/de.java_chess.javaChess.board.Board/boolean/int/short/short)]-,0,1,0,1,0,1,0,0,,0,0,0,0,0,0,0,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,0,0,0,0,0,0,,null,null,null,null,null
173,de.java_chess.javaChess.engine.ChessEngineImpl.increaseSearchDepth,1,R0,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,2,180: methodname=run()]-,2,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,2,0,0,0,0,0,0,,null,null,null,null,null
173,de.java_chess.javaChess.engine.ChessEngineImpl.increaseSearchDepth,1,R0,23,de.java_chess.javaChess.engine.ChessEngine,T,T,1,0,0,2,180: methodname=run()]-,2,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,2,0,0,0,0,0,0,,null,null,null,null,null
173,de.java_chess.javaChess.engine.ChessEngineImpl.increaseSearchDepth,2,R1,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,2,180: methodname=run()]-,2,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,2,0,0,0,0,0,0,,null,null,null,null,null
173,de.java_chess.javaChess.engine.ChessEngineImpl.increaseSearchDepth,2,R1,23,de.java_chess.javaChess.engine.ChessEngine,T,T,1,0,0,2,180: methodname=run()]-,2,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,2,0,0,0,0,0,0,,null,null,null,null,null
173,de.java_chess.javaChess.engine.ChessEngineImpl.increaseSearchDepth,3,R2,24,de.java_chess.javaChess.engine.ChessEngineImpl,N,N,0,1,0,2,180: methodname=run()]-,0,2,0,1,0,1,0,0,,0,0,0,0,0,0,0,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,0,0,0,0,0,0,,null,null,null,null,null
173,de.java_chess.javaChess.engine.ChessEngineImpl.increaseSearchDepth,3,R2,23,de.java_chess.javaChess.engine.ChessEngine,N,N,0,1,0,2,180: methodname=run()]-,0,2,0,1,0,1,0,0,,0,0,0,0,0,0,0,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,0,0,0,0,0,0,,null,null,null,null,null
173,de.java_chess.javaChess.engine.ChessEngineImpl.increaseSearchDepth,4,R3,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,2,180: methodname=run()]-,2,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,2,0,0,0,0,0,0,,null,null,null,null,null
173,de.java_chess.javaChess.engine.ChessEngineImpl.increaseSearchDepth,4,R3,23,de.java_chess.javaChess.engine.ChessEngine,T,T,1,0,0,2,180: methodname=run()]-,2,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,2,0,0,0,0,0,0,,null,null,null,null,null
173,de.java_chess.javaChess.engine.ChessEngineImpl.increaseSearchDepth,5,R4,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,2,180: methodname=run()]-,2,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,2,0,0,0,0,0,0,,null,null,null,null,null
173,de.java_chess.javaChess.engine.ChessEngineImpl.increaseSearchDepth,5,R4,23,de.java_chess.javaChess.engine.ChessEngine,T,T,1,0,0,2,180: methodname=run()]-,2,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,2,0,0,0,0,0,0,,null,null,null,null,null
173,de.java_chess.javaChess.engine.ChessEngineImpl.increaseSearchDepth,6,R5,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,2,180: methodname=run()]-,2,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,2,0,0,0,0,0,0,,null,null,null,null,null
173,de.java_chess.javaChess.engine.ChessEngineImpl.increaseSearchDepth,6,R5,23,de.java_chess.javaChess.engine.ChessEngine,T,T,1,0,0,2,180: methodname=run()]-,2,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,2,0,0,0,0,0,0,,null,null,null,null,null
173,de.java_chess.javaChess.engine.ChessEngineImpl.increaseSearchDepth,7,R6,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,2,180: methodname=run()]-,2,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,2,0,0,0,0,0,0,,null,null,null,null,null
173,de.java_chess.javaChess.engine.ChessEngineImpl.increaseSearchDepth,7,R6,23,de.java_chess.javaChess.engine.ChessEngine,T,T,1,0,0,2,180: methodname=run()]-,2,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,2,0,0,0,0,0,0,,null,null,null,null,null
173,de.java_chess.javaChess.engine.ChessEngineImpl.increaseSearchDepth,8,R7,24,de.java_chess.javaChess.engine.ChessEngineImpl,N,N,0,1,0,2,180: methodname=run()]-,0,2,0,1,0,1,0,0,,0,0,0,0,0,0,0,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,0,0,0,0,0,0,,null,null,null,null,null
173,de.java_chess.javaChess.engine.ChessEngineImpl.increaseSearchDepth,8,R7,23,de.java_chess.javaChess.engine.ChessEngine,N,N,0,1,0,2,180: methodname=run()]-,0,2,0,1,0,1,0,0,,0,0,0,0,0,0,0,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,0,0,0,0,0,0,,null,null,null,null,null
174,de.java_chess.javaChess.engine.ChessEngineImpl.isFixedTime,1,R0,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,169: methodname=getStatusDisplayString()]-,1,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,1,0,0,0,0,0,0,,null,null,null,null,null
174,de.java_chess.javaChess.engine.ChessEngineImpl.isFixedTime,1,R0,23,de.java_chess.javaChess.engine.ChessEngine,T,T,1,0,0,1,169: methodname=getStatusDisplayString()]-,1,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,1,0,0,0,0,0,0,,null,null,null,null,null
174,de.java_chess.javaChess.engine.ChessEngineImpl.isFixedTime,2,R1,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,169: methodname=getStatusDisplayString()]-,1,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,1,0,0,0,0,0,0,,null,null,null,null,null
174,de.java_chess.javaChess.engine.ChessEngineImpl.isFixedTime,2,R1,23,de.java_chess.javaChess.engine.ChessEngine,T,T,1,0,0,1,169: methodname=getStatusDisplayString()]-,1,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,1,0,0,0,0,0,0,,null,null,null,null,null
174,de.java_chess.javaChess.engine.ChessEngineImpl.isFixedTime,3,R2,24,de.java_chess.javaChess.engine.ChessEngineImpl,N,N,0,1,0,1,169: methodname=getStatusDisplayString()]-,0,1,0,1,0,1,0,0,,0,0,0,0,0,0,0,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,0,0,0,0,0,0,,null,null,null,null,null
174,de.java_chess.javaChess.engine.ChessEngineImpl.isFixedTime,3,R2,23,de.java_chess.javaChess.engine.ChessEngine,N,N,0,1,0,1,169: methodname=getStatusDisplayString()]-,0,1,0,1,0,1,0,0,,0,0,0,0,0,0,0,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,0,0,0,0,0,0,,null,null,null,null,null
174,de.java_chess.javaChess.engine.ChessEngineImpl.isFixedTime,4,R3,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,169: methodname=getStatusDisplayString()]-,1,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,1,0,0,0,0,0,0,,null,null,null,null,null
174,de.java_chess.javaChess.engine.ChessEngineImpl.isFixedTime,4,R3,23,de.java_chess.javaChess.engine.ChessEngine,T,T,1,0,0,1,169: methodname=getStatusDisplayString()]-,1,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,1,0,0,0,0,0,0,,null,null,null,null,null
174,de.java_chess.javaChess.engine.ChessEngineImpl.isFixedTime,5,R4,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,169: methodname=getStatusDisplayString()]-,1,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,1,0,0,0,0,0,0,,null,null,null,null,null
174,de.java_chess.javaChess.engine.ChessEngineImpl.isFixedTime,5,R4,23,de.java_chess.javaChess.engine.ChessEngine,T,T,1,0,0,1,169: methodname=getStatusDisplayString()]-,1,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,1,0,0,0,0,0,0,,null,null,null,null,null
174,de.java_chess.javaChess.engine.ChessEngineImpl.isFixedTime,6,R5,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,169: methodname=getStatusDisplayString()]-,1,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,T,null,T,null,null,null,null,null,T,null,T,1,0,0,0,0,0,0,,null,null,null,null,null
